invoice_id,student_id,department,billing_period,due_date,payment_date,amount_due,amount_paid,outstanding,status,days_overdue
INV-2026_09-001,ENG-FR-001,Engineering,September,2026-09-20,2026-09-25,84104.7,77376.32,6728.38,Collected,0
INV-2026_09-002,ENG-SO-002,Engineering,September,2026-09-20,2026-09-25,84104.7,77376.32,6728.38,Collected,0
INV-2026_09-003,ENG-JU-003,Engineering,September,2026-09-20,2026-09-25,84104.7,77376.32,6728.38,Collected,0
INV-2026_09-004,ENG-SE-004,Engineering,September,2026-09-20,2026-09-25,84104.7,77376.32,6728.38,Collected,0
INV-2026_09-005,BUS-FR-005,Business,September,2026-09-20,2026-09-25,76458.82,70342.11,6116.71,Collected,0
INV-2026_09-006,BUS-SO-006,Business,September,2026-09-20,2026-09-25,76458.82,70342.11,6116.71,Collected,0
INV-2026_09-007,BUS-JU-007,Business,September,2026-09-20,2026-09-25,76458.82,70342.11,6116.71,Collected,0
INV-2026_09-008,BUS-SE-008,Business,September,2026-09-20,2026-09-25,76458.82,70342.11,6116.71,Collected,0
INV-2026_09-009,HEA-FR-009,Health Sciences,September,2026-09-20,2026-09-25,99396.46,91444.74,7951.72,Collected,0
INV-2026_09-010,HEA-SO-010,Health Sciences,September,2026-09-20,2026-09-25,99396.46,91444.74,7951.72,Collected,0
INV-2026_09-011,HEA-JU-011,Health Sciences,September,2026-09-20,2026-09-25,99396.46,91444.74,7951.72,Collected,0
INV-2026_09-012,HEA-SE-012,Health Sciences,September,2026-09-20,2026-09-25,99396.46,91444.74,7951.72,Collected,0
INV-2026_09-013,ART-FR-013,Arts & Humanities,September,2026-09-20,2026-09-25,53521.17,49239.48,4281.69,Collected,0
INV-2026_09-014,ART-SO-014,Arts & Humanities,September,2026-09-20,2026-09-25,53521.17,49239.48,4281.69,Collected,0
INV-2026_09-015,ART-JU-015,Arts & Humanities,September,2026-09-20,2026-09-25,53521.17,49239.48,4281.69,Collected,0
INV-2026_09-016,ART-SE-016,Arts & Humanities,September,2026-09-20,2026-09-25,53521.17,49239.48,4281.69,Collected,0
INV-2026_09-017,STU-FR-017,Student Services,September,2026-09-20,2026-09-25,38229.41,35171.06,3058.35,Collected,0
INV-2026_09-018,STU-SO-018,Student Services,September,2026-09-20,2026-09-25,38229.41,35171.06,3058.35,Collected,0
INV-2026_09-019,STU-JU-019,Student Services,September,2026-09-20,2026-09-25,38229.41,35171.06,3058.35,Collected,0
INV-2026_09-020,STU-SE-020,Student Services,September,2026-09-20,2026-09-25,38229.41,35171.06,3058.35,Collected,0
INV-2026_09-021,ADM-FR-021,Administration,September,2026-09-20,2026-09-25,30583.53,28136.84,2446.68,Collected,0
INV-2026_09-022,ADM-SO-022,Administration,September,2026-09-20,2026-09-25,30583.53,28136.84,2446.68,Collected,0
INV-2026_09-023,ADM-JU-023,Administration,September,2026-09-20,2026-09-25,30583.53,28136.84,2446.68,Collected,0
INV-2026_09-024,ADM-SE-024,Administration,September,2026-09-20,2026-09-25,30583.53,28136.84,2446.68,Collected,0
