invoice_id,student_id,department,billing_period,due_date,payment_date,amount_due,amount_paid,outstanding,status,days_overdue
INV-2026_12-001,ENG-FR-001,Engineering,December,2026-12-20,2026-12-25,90291.8,86680.13,3611.67,Collected,0
INV-2026_12-002,ENG-SO-002,Engineering,December,2026-12-20,2026-12-25,90291.8,86680.13,3611.67,Collected,0
INV-2026_12-003,ENG-JU-003,Engineering,December,2026-12-20,2026-12-25,90291.8,86680.13,3611.67,Collected,0
INV-2026_12-004,ENG-SE-004,Engineering,December,2026-12-20,2026-12-25,90291.8,86680.13,3611.67,Collected,0
INV-2026_12-005,BUS-FR-005,Business,December,2026-12-20,2026-12-25,82083.46,78800.12,3283.34,Collected,0
INV-2026_12-006,BUS-SO-006,Business,December,2026-12-20,2026-12-25,82083.46,78800.12,3283.34,Collected,0
INV-2026_12-007,BUS-JU-007,Business,December,2026-12-20,2026-12-25,82083.46,78800.12,3283.34,Collected,0
INV-2026_12-008,BUS-SE-008,Business,December,2026-12-20,2026-12-25,82083.46,78800.12,3283.34,Collected,0
INV-2026_12-009,HEA-FR-009,Health Sciences,December,2026-12-20,2026-12-25,106708.49,102440.15,4268.34,Collected,0
INV-2026_12-010,HEA-SO-010,Health Sciences,December,2026-12-20,2026-12-25,106708.49,102440.15,4268.34,Collected,0
INV-2026_12-011,HEA-JU-011,Health Sciences,December,2026-12-20,2026-12-25,106708.49,102440.15,4268.34,Collected,0
INV-2026_12-012,HEA-SE-012,Health Sciences,December,2026-12-20,2026-12-25,106708.49,102440.15,4268.34,Collected,0
INV-2026_12-013,ART-FR-013,Arts & Humanities,December,2026-12-20,2026-12-25,57458.42,55160.08,2298.34,Collected,0
INV-2026_12-014,ART-SO-014,Arts & Humanities,December,2026-12-20,2026-12-25,57458.42,55160.08,2298.34,Collected,0
INV-2026_12-015,ART-JU-015,Arts & Humanities,December,2026-12-20,2026-12-25,57458.42,55160.08,2298.34,Collected,0
INV-2026_12-016,ART-SE-016,Arts & Humanities,December,2026-12-20,2026-12-25,57458.42,55160.08,2298.34,Collected,0
INV-2026_12-017,STU-FR-017,Student Services,December,2026-12-20,2026-12-25,41041.73,39400.06,1641.67,Collected,0
INV-2026_12-018,STU-SO-018,Student Services,December,2026-12-20,2026-12-25,41041.73,39400.06,1641.67,Collected,0
INV-2026_12-019,STU-JU-019,Student Services,December,2026-12-20,2026-12-25,41041.73,39400.06,1641.67,Collected,0
INV-2026_12-020,STU-SE-020,Student Services,December,2026-12-20,2026-12-25,41041.73,39400.06,1641.67,Collected,0
INV-2026_12-021,ADM-FR-021,Administration,December,2026-12-20,2026-12-25,32833.38,31520.05,1313.34,Collected,0
INV-2026_12-022,ADM-SO-022,Administration,December,2026-12-20,2026-12-25,32833.38,31520.05,1313.34,Collected,0
INV-2026_12-023,ADM-JU-023,Administration,December,2026-12-20,2026-12-25,32833.38,31520.05,1313.34,Collected,0
INV-2026_12-024,ADM-SE-024,Administration,December,2026-12-20,2026-12-25,32833.38,31520.05,1313.34,Collected,0
