invoice_id,student_id,department,billing_period,due_date,payment_date,amount_due,amount_paid,outstanding,status,days_overdue
INV-2026_02-001,ENG-FR-001,Engineering,February,2026-02-20,2026-02-25,80987.86,75318.71,5669.15,Collected,0
INV-2026_02-002,ENG-SO-002,Engineering,February,2026-02-20,2026-02-25,80987.86,75318.71,5669.15,Collected,0
INV-2026_02-003,ENG-JU-003,Engineering,February,2026-02-20,2026-02-25,80987.86,75318.71,5669.15,Collected,0
INV-2026_02-004,ENG-SE-004,Engineering,February,2026-02-20,2026-02-25,80987.86,75318.71,5669.15,Collected,0
INV-2026_02-005,BUS-FR-005,Business,February,2026-02-20,2026-02-25,73625.33,68471.56,5153.77,Collected,0
INV-2026_02-006,BUS-SO-006,Business,February,2026-02-20,2026-02-25,73625.33,68471.56,5153.77,Collected,0
INV-2026_02-007,BUS-JU-007,Business,February,2026-02-20,2026-02-25,73625.33,68471.56,5153.77,Collected,0
INV-2026_02-008,BUS-SE-008,Business,February,2026-02-20,2026-02-25,73625.33,68471.56,5153.77,Collected,0
INV-2026_02-009,HEA-FR-009,Health Sciences,February,2026-02-20,2026-02-25,95712.93,89013.02,6699.9,Collected,0
INV-2026_02-010,HEA-SO-010,Health Sciences,February,2026-02-20,2026-02-25,95712.93,89013.02,6699.9,Collected,0
INV-2026_02-011,HEA-JU-011,Health Sciences,February,2026-02-20,2026-02-25,95712.93,89013.02,6699.9,Collected,0
INV-2026_02-012,HEA-SE-012,Health Sciences,February,2026-02-20,2026-02-25,95712.93,89013.02,6699.9,Collected,0
INV-2026_02-013,ART-FR-013,Arts & Humanities,February,2026-02-20,2026-02-25,51537.73,47930.09,3607.64,Collected,0
INV-2026_02-014,ART-SO-014,Arts & Humanities,February,2026-02-20,2026-02-25,51537.73,47930.09,3607.64,Collected,0
INV-2026_02-015,ART-JU-015,Arts & Humanities,February,2026-02-20,2026-02-25,51537.73,47930.09,3607.64,Collected,0
INV-2026_02-016,ART-SE-016,Arts & Humanities,February,2026-02-20,2026-02-25,51537.73,47930.09,3607.64,Collected,0
INV-2026_02-017,STU-FR-017,Student Services,February,2026-02-20,2026-02-25,36812.66,34235.78,2576.89,Collected,0
INV-2026_02-018,STU-SO-018,Student Services,February,2026-02-20,2026-02-25,36812.66,34235.78,2576.89,Collected,0
INV-2026_02-019,STU-JU-019,Student Services,February,2026-02-20,2026-02-25,36812.66,34235.78,2576.89,Collected,0
INV-2026_02-020,STU-SE-020,Student Services,February,2026-02-20,2026-02-25,36812.66,34235.78,2576.89,Collected,0
INV-2026_02-021,ADM-FR-021,Administration,February,2026-02-20,2026-02-25,29450.13,27388.62,2061.51,Collected,0
INV-2026_02-022,ADM-SO-022,Administration,February,2026-02-20,2026-02-25,29450.13,27388.62,2061.51,Collected,0
INV-2026_02-023,ADM-JU-023,Administration,February,2026-02-20,2026-02-25,29450.13,27388.62,2061.51,Collected,0
INV-2026_02-024,ADM-SE-024,Administration,February,2026-02-20,2026-02-25,29450.13,27388.62,2061.51,Collected,0
